Index,Likes,Comment
441,0,.
442,0,You are right
443,0,"Women in india are raped because the law supported the rapist
100% Agree major"
444,0,I do agree whatever u say about that incident that doesn't mean we are animal and AFSPA what are saying? U know the real ground situation is?  we are indian citizen who the hell are u say which state is batter than which
445,0,I feel hurt because the day i start following your channel i respect u lot because of your knowledge in Pakistan and China i feel proud as Indian citizen though today i feel ......i don't know what to say.sorry Sir
446,1,Nothing is going to happen because there is too much support for criminals in India. 😢
447,0,He himself supports the rapists of BJP. 😂
448,0,You are right sir.. law is against the victims..not the criminals..
449,0,"Yes, prisedent rule must be emerge in manipur 
The trible people need this 
We only want peace"
450,0,Everything else is fine Major sir and what should be done about those ladies who are implicated in a false rape case?
451,0,"Modi should have gone to Manipur, otherwise, he should resign. We need a strong leader who can control the situation like Manipur. If the Indian army were sent, they would have brought peace to Manipur within a day"
452,0,Good sir thanks 🙏😢
453,0,RSS's sycophant.
454,0,Someone died and supports BJP....India has BJP government...doesn't BJP know how to handle things?
455,0,"They work as number 2, that's why this rapist doesn't get affected..."
456,0,"No matter how much you and I say, no one will listen... unless the countrymen take it seriously."
457,0,All this happens in India...the government doesn't care...majority politicians are supporting them...that's why these rapists have the courage to do this...
458,0,Salute to you sir .... thank you so much sir...👌👌
459,0,Write choes Indian army
460,0,"Whole world knows about indian media 
The world knows indian media is one of worst  crime creator in india 
To hell with this Indian media"
461,0,Support criminal Rashtra
462,0,Rapist should get death penalty
463,0,"The truth is peacefull Tanatans community spreading peace in Manipur and their supreme leader not giving a .F""*!** about it and here another mini socialist leader giving views on Manipur loll you Tanatans are real joke"
464,0,Most distortive stand by opposition at our cost
465,0,If you know this much then you should be Prime Minister.
466,0,"Brother, your videos are good.. but you waste a lot of time.. every now and then you end up saying one line boldly.. there is a dirty part in the middle of the video.. please check your dirty behavior."
467,0,Very right magor sir
468,0,I support your advice
469,0,Explore Manipur - https://youtu.be/D3eBuSwIoew
470,0,"The government is bought by the RSS. Change the government now, friends. Understand it now."
471,0,🙏
472,0,😎
473,0,You are very correct  major saheb ...which you said against culprits  should be apply soon on them ..as a woman I also feeling so  embarrasse about those women  who suffered a lot by crowd....😢😥😢😥😢😥
474,0,"Present, Major saab... I am the one with the bad phone... You said it right... according to Ramayana, ""drum, uneducated, low-caste, animals, and women"" - these officials of beating... if military rule is imposed across the country for a year, then India will be made... Hail the Indian army."
475,0,"Should the current die or Tasla parade, all four of them. ..not a bullet! In a jiffy! It won't take 2 minutes to name the others. And who can do this work? Maybe he would have come to know… then see, how… the thought of doing bad deeds while sleeping comes to his mind? Will he give up living on his own?
 
""..........  ........""Jai Hind."
476,0,Your father is in the BJP
477,0,"100 percent truth sir.
once upon a time in the neighborhood
If such problems occur then the police can do something
Doesn't take action. Abuses etc.
Therefore, to keep such truth, Thane
but have officers who listen to the truth
Needed! Honest police, honest leaders, honest soldiers, journalists,
Satya Mev Jayate, Vande Mataram 🙏
Lies do not hide. One day or the other
It comes forward!"
478,0,"chhatteesagadh
In India, family planning for one community and 4 BB 40 children for a particular community, no food, no place to sleep, then who will do all the immoral acts if they don't do it, this is our political failure. Jai Hind Chhattisgarh If he doesn't do such immoral acts then who will, this is our political failure. Jai Hind Chhattisgarh"
479,0,"7:24 what could there parents teach when their mothers have no sense of Morality. Blocking the army on duty, threatening them that they will remove their cloths infront of them and  will be naked if the army dont leave or release the terrorist who where involved in killing of our Army officers,..."
480,0,Clothes have been stolen. Now Kaurava is 100 or should it be Mahabharata 1500.
481,0,U know nothing about this crisis so better to shut up. I want ur phone no. To talk
482,0,"In such cases, Chief Justice Chandrachud doesn't seem to be visible"
483,0,Indians are who we are. Unification is necessary. We don't live in a Nazi-era Germany where racial divisions existed. Promote education among the younger generation and each parent must take responsibility for a more prosperous India.
484,0,Such criminals should be given death penalty. I completely agree with you.
485,0,"Pray for Manipur, India. hindu terrorist have burned more than 300 churches, killed and raped more than 150 women, men and children.
More than 60000 people had to leave there home. Pray in the name of Jesus Christ to protect his people against these demonic hinduism."
486,1,😱😇👹💔😭🙏
487,0,Forceful march of naked women in public is like a Kauron Pando with Daropti and then God protected the honour. Once Army is deployed all offenders should be tried by Military Courts to be brief.
488,0,Mani pure people are more doscle than those in West India and Delhi.
489,0,Because Rapists are supported by law passed by Congress. Congress members opposed death penalty to rapists as most Congress members in Parliament supported to protect their kids and their supporters sons.
490,0,"Easy laws and corruption in India has created lawless people and crowds that has created lawlessness, pelting of stones on security and police and defiance of law worse than during British Rule. Lawlessness has been created and encouraged by Congress Leadership i 72 years."
491,0,"Thanks, you will be kicked out soon, don't want you anymore"
492,0,"Brother, just give powers to the army, then see how they run and finish everyone. The army will finish everyone in 2 days ❤❤❤"
493,0,Wow
494,0,What truth did you say?
495,0,"Speak something about Modi, why are you scared? Why hiding, Modi...🔥🔥🔥🔥"
496,0,Why didn't 56-inch PM Modi say anything about Manipur? 🔥🔥🔥
497,0,"Sir, 
All of us have immense anger for the ill treatment done to a limit where it starts affecting our healths.
All the citizens are demanding the same thing.

But all of us feel helpless because people who have power in their hands are doing nothing about such issues."
498,0,Indian Army Terrorist protecting Ram Mandir but cant get involved in Manipur issue
499,0,"Hang everyone involved in the Manipur incident publicly so that no one dares to do such a thing again, and another reason for the Manipur riot is the High Court's decision to convert the Meitei community into the tribal caste, but the Meitei community is Hindu, how will you turn them into tribals? If someone forcibly enters your house, what will you do? If someone claims rights to your land, will you give it? This riot is because of the wrong decision of the High Court, and the High Court, which suggests such things, is more responsible. It's a game of land rights there; the government wants to abolish tribal rights, but the original inhabitants there are tribal. First, send military forces to Bengal; that's where most of the riots happen."
500,10537,Should I talk more about Manipur?!
501,0,We support you mg. Be brave....
502,1,"It is a best thing that u spoke about it 
But nothing has changed the manipur nor the 21 year women got the justice 
U are asking us what did we do 
The more u talk about the issue the more will know about it and get inspired by you and create a channel talk about it and it continues but some may  actually start protesting for those girls 
See i cannot say that nothing is going to change untill and unless you talk about it 
But the Government should take effective actions to those human animals not the tribe 
It is the government's fault that those women's were pushed to that situation and the prime minister has not even talked about the situation in Manipur which is a shame for me being an Indian
Now the politicians started criticising that it is BJP's fault  etc...,does anyone know the pain of those girls 
I feel like to kidanap those each animals and do the same what they have done and see that what the police does"
503,0,Thinking about the safety of girls/women in India seems challenging
504,0,Burning someone alive on the road creates fear in these people
505,0,"To whom do you think Phulan Devi Ammaiyar should return?
The government does nothing.

"
506,0,Government is puking the hair blasted government 😡😡😡😡😡😡
507,0,You have lot of responsibilities in your shoulder as you are an inspiration for many peoples..kindly try to learn the politics in full and then speak or please refrain from speaking abt politics(vantheri).dont be an aravekkadu pls.....
508,0,"They won't take any action for these incidents. They treat them like they're doing in the Arab Emirates. Hmm... No matter what, look at them as humans, please..."
509,0,"alking is a waste of time...

They haven't done anything to them...

I'm waiting for your other video... 😅"
510,0,🥺😢😡
511,0,"I am just a boy, but will they beat me if I am standing? 😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡"
512,0,Ur voice is not audible bro
513,0,😢😢😢😢only tears my eyes
514,0,Bro are you Malaysian
515,0,I'm just angry
516,0,It is not comfortable to watch a video with Meitei and Kuki text on the side along with an image.
517,2,We Support Manipur brothers and sisters who need justice
518,0,"India is the brilliant example for the term "" Unity in Diversity"". But where is unity? The single state in India, Manipur is not united, it is divided into two as Meitei and Kuki here the division is not a problem. But the division is due to racism that is the major problem. All the humans are not same they are different they are differentiated based on character, behaviour, responsibilities, their background, etc... But all the humans are struggling for the basic need that is hunger, though they are differentiated they are united as humans. So ""HUMANITY"" is the tool for unity in diversity. An Indian soldier who participated in kargil war has experienced the worst one hour in his life by seeing his wife's worst condition on the brutal hands of the racists. What is the purpose of being a soldier for this bitter and worst India? He lacks his sleep and gets isolated from his family in the motive of protecting all the Indians by sacrificing his life but his family is not protected in his own nation. Rest in peace is a term which is used for the good soul to rest in peace but the Indian soldiers are not in peace on their death. Though they die for the nation they have the pricking thoughts of their family during their last minute of death. Though the soldiers protect our nation the nation is broken into pieces with the name of racism, religion, caste, etc... So that the single state in India, Manipur is not united. So India doesn't deserve the term ""Unity in Diversity"".

I am feeling ashamed for being an Indian but I am proud of myself to being a human."
519,0,: Do not engage in enmity while living in your own country
520,0,They deserve death penalty
521,0,No country should undergo such events
522,0,"Cruelties should be punished severely. It has been going on for so long. Without anesthesia, vasectomy should be done for 100 people.. And the pain should be stopped by hitting the head."
523,0,"Law and court only for human error. Hand over such blessings to the people. Let's beat it to death. If a rabid dog bites people, it will not be arrested."
524,0,Pls follow tis case n bring out the truth to the world bro.. my humble request from Malaysia.. seriously so heartless ppl 😭
525,0,"Just seeing like this won't help. They must definitely face the consequences. If there is real justice, everyone should be scared to do anything wrong, and there should be genuine fear from what they have done, not just lip service."
526,0,Give a like after coming on parrisalan roast
527,0,Ohh my god😢😢
528,0,Should talk about 5years baby gril death at Kerala
529,0,It feels like I've heard this story somewhere else! 🐯🐅
530,0,"Due to this, the people who support the North and BJP should not be given a place"
531,1,They should be hanged by the army
532,0,at last u gave big slipper shot to all😢
533,1,"If you can shut down a whole country by 12 pm, why is it taking so long for a state? Shameless that rape and disrespect to women is becoming a common thing. Indian film industry with actors doing vulgar moves is now considered normal but entering the subconscious of cheap third grade fellows who cant control themselves. 
We vote for stricter laws against rape."
534,0,Sorry  anna
535,0,Newspaper background was the best😊
536,0,South side mens are better then north side
537,0,Yes please keep going👍. Ignore those who are targeting you for political gains.
538,0,This is India
539,0,😢😢😢😢😢😢😢
540,0,Ur doing great job👍
541,0,"Manipur current conflict’s root cause can be traced to the government’s strict actions against the drugs mafia operating in the region. Manipur’s geographical location, with a 90% hilly area featuring dense forests and an open border with Myanmar, makes it an ideal location for poppy cultivation and an illegal route for drug and arms trafficking. The crackdown on drug trade by the Biren Singh-led government and the High Court’s judgment to allow Meitei settlement in hilly areas rattled the foreign funded ecosystem and the Kuki drug overlords The strategic location of Manipur, sharing its borders with Myanmar, China, and other parts of India, adds to its geopolitical significance. This also makes it a prime target for external forces seeking to finance regime change operations through illegal activities such as drug and arms trafficking. Blocking the drugs trade acts as a significant obstacle to the financial resources of these external forces.

This conflict was provoked by the drug lords for a selfish purpose. This is a testing period for India. PM Modi knows which international countries funded these drug lords to stir the chaos in Manipur. But it is extremely sad to see the Indian masses blindly believe on what is broadcasted on the media, without knowing the true motive behind this internal conflict.

These drug lords must be gunned down ruthlessly by Indian special forces."
542,0,"The mistake was committed by the BJP supporters, bro. Openly tell the people of Tamil Nadu not to support them. 📌"
543,0,The sad thing is our PM knew this for 72 days but didn’t even spoke a word about it and cut their internet.
544,0,How much u get??????? Ma   eeee 😮
545,0,Don't waste  ur time by looking his video 😮😮😮😮😮
546,2,The reason why girls nowadays prefer abroad 😢💔😖💯
547,0,"Hello Madan.i am not big fan of watching your videos.But this issue really shocking..I came across lot images, small news about manipur.But non of them explained clearly about this issue like you ,even some channels missed.good hard work.Thanks for  addressing this issue , continue your job honestly. On this issue i like to tell few things to our people ,We are fighting for actors,super star titles, actress gossip ect....Each and every indian should fight against this of kind behavior.those who all involved in this should punish severly..once again Madan thank you..be brave we all with you..
By
Vivek"
548,0,"
If a rumor spreads, there will be a problem. 😢"
549,0,"Mercyless attitude 😣 100 is not people, all are animals"
550,0,"Let's pray for Manipur 😭
Let Jesus be the judge and give them justice 🙏🏻🙏🏻🙏🏻"
551,1,this is india😢
552,0,The death penalty should be given immediately
553,1,I'm from Malaysia. How is everything in India? Why does it seem so immature?
554,0,"Brother, no matter what challenges arise, we need to be cautious and strive to protect the modesty and dignity of women. It's essential to promote a culture where everyone respects and supports each other🥺🥺🥺🥺"
555,0,"""Severe punishment should be given; there is fear in asking for it"
556,0,Manipur need peace
557,0,Hai Madhan.bro
558,0,"You, for the sake of viewers, why are you talking openly about these things?"
559,0,What do you know about Manipur violence?
560,0,"Fully explain that history, Madhan bro..."
561,0,"Do you know about the Kuki map, the overall situation in Manipur, etc.? Don't just talk without understanding."
562,0,Why are they doing this? Politics is full of anger and frustration. 😢
563,1,"NAPAM
................"
564,0,I request the what’sapp company to find the fake message who has started the issue
565,0,Yes bro yes dro 👏👏👍👍
566,0,I stand with humanity ashamed to say we are humans for not even objecting this act..as the government stands blind eye .these are people who dont even have the heart of vultures which feed the dead ...justice delayed is justice denied..so lets stand united to get justice.
567,0,Our people are right or not AIADMK government is right or not they will vote for DMK next year when the vote comes DMK or not AIADMK will vote what did they ask 2nd May is not right when mother dies then everything will be ruined... 2 people should not be voted for someone else will come and it will be ok ....
568,0,"Why do they call only Palestinians terrorists, bro"
569,1,Is this a human being or something else?
570,0,"In the great Bharat, Draupadi, who slept in the lap of one, was dragged by the hair by the wicked assembly of hundred brothers. If this were true, how a terrible incident like this is happening in India, and especially to so many brothers. This is an unbearable injustice, and it is doubtful if India will ever give justice in such matters"
571,0,"I like India a lot, especially the Tamil Nadu. I can't imagine how the state is doing now. 😞😢😨😢😓😲😳😩"
572,0,I thought atleast the North Easterners are innocent and incorrupt.. but hearing all these.. Chiii
573,0,"When you say this, my anxiety rises; there is no safety for women anywhere, we are going wherever we are going. 😩😩😭😭"
574,0,"
It happens like it happens in the cinema"
575,1,Keep going anna v r for u❤❤❤❤😊😊😊
576,1,Punishment should be given
577,1,Punishment should be given
578,1,Don't let them go 😮must be punished
579,0,Do not keep talking about this and you should be punished immediately
580,0,"I pondered whether I should wear orange, white or green and then I remembered it didn't matter what she wore when she had been stripped naked. 

I thought about wearing my new eyeliner and wondered if she has stopped crying. 

I'd love to wear my red lipstick but I thought about whether her bruises have healed. 

I don't have enough hair to think about a hairstyle. 

But I have enough shame to not 'celebrate' independence day when my sisters (and brothers) have been ruthlessly attacked by those they elected to serve them. 

How many years have we proclaimed loudly with pride: ""All Indians are my brothers and sisters""?? 

So for my brothers and sisters in Manipur. 
And for my brothers and sisters who stand well dressed and abdicate their responsibility in parliament, I will wear black this independence day. 

Mourn with me for Manipur.
Mourn with me for our democracy.
Mourn with me for our humanity. 

Wear black this 15th August."
581,0,"Speaking normally without getting emotional, we accept that you are expressing your feelings a lot"
582,0,It's not right to abuse them without any reason
583,1,No caste certificate. All are equal. Income certificate is sufficient
584,0,"Punishment is ten. There should be a law where people can be stoned to death by standing in public places, only then will there be fear that they should not make a mistake"
585,1,"I just watched Parisalan's video, and now I know who you are"
586,0,"Whatever happens, your channel will receive subscribers and views. You are just saying it without admitting it, right"
587,0,India haters...
588,0,"Brother, are these people not doing anything"
589,1,Shoot 100 of them
590,1,Resign modi
591,0,Need justice
592,0,Well spoken brother. Hope the Government of India take action on those culprits and stop this problems in Manipur.
593,0,🥺 we are live Earth Andra naragam
594,0,"Completely misleading video

India's population growth rate is 24%
Manipur's hilly region's population growth rate is 102%
NIA clearly said it is because of illegal immigration

During 17 an 18 century
Kooki tribe came from Burma to manipur 
Manipur's king allowed them to live because they were being chased away from Burma 

Methei tribe wanted ST rights
Court agreed to it
They got what they wanted
Why would they start a fight?

Violence was started by kookie tribe 

Half population lives in 10% land ( methei)
Half population lives in 90% hilly land (kokkie and Naga)

Kokkie and nagas (Christian tribes) does opium or poppy cultivation in hilly regions, even after it was not allowed by the government  

Manipur is the native land of methei tribe

Just because one clip went viral does not mean kookies are the victim
What about methei people who were raped or killed

Oh shit! That video didn't go viral so they don't deserve justice ...

Everytime u r talking about manipur ask yourself why aren't you talking about Rajasthan or Bengal where congress is in power

Even if someone from congress talks about first focusing on Rajasthan, they get kicked out of congress party"
595,0,"Encouraging affected individuals to come forward and seek justice is an important step. Supporting survivors and creating an environment where they feel safe and empowered to share their experiences can be a catalyst for change. Holding those responsible accountable, including those in positions of power, is crucial to ensuring justice is served and preventing further harm.

Promoting awareness, empathy, and understanding about such issues is vital for building a society that values respect, safety, and human rights. It's also essential to support efforts that address systemic issues that contribute to such behaviours and work toward creating a more just and equitable society.

Low morality barbarians!

What are the ministers, people in power, and police forces doing about it?"
596,0,"Whatever cruel act you commit, it can only be criticized by posting videos, but it may lead to arrests, as they have been arrested for criticizing in the past. If arrests are made for severe actions, crimes and punishments will decrease. Why shoot those four people? Look into the matter and give appropriate punishment. Can your government do that?"
597,0,Compulsory punshinment want    to give.
598,0,Plz help us and save us we the KUKI  minorities in the state of Manipur fight for us to get separate administration
599,0,God will punish them
600,677,"🎧 Get 50% OFF on Kukufm’s 1st Month subscription!!🎧

Only at Rs 49 instead of Rs 99 🤑 🤑
Use my code NR50 
Click the link in description ⬇-

https://kukufm.page.link/Tx1ftrPDoUMrGqZeA"
601,0,"+ points here not from Meitie nor Kuki
https://youtu.be/iIbneTXfs_w

17:49 This data is actually wrong. During this period popullation survey had never been conducted in the core tribal areas as there is no transportation in those areas. Survey were only conducted in the Valley and the foothills. With time , when the transport system becomes more and more viable and deu to the development more tribals began to migrate in the valley and the foothills ,the survey taken consequently shows increase in the tribals."
602,0,thanks sir for this video❤🙏
603,0,🙌🙌
604,0,",jfxgx"
605,2,"this youtuber is A gem of a person ❤ ,he really shows the real truth in easy way and dont take any political side.
   the fact that media is covering and misreporting this incident to Save present central government  and our so called Liberals reciting half truth to cover opposition's past blunder / mistakes really sad and heartbreaking  💔."
606,0,GOOD NEWS BHAI
607,0,Thank you Nitish Rajput Sir. You are truly an eye-opener for Indian media and Indian Government.
608,0,good one
609,0,This needs to be showed on Trending #1 page
610,0,"Sparsh Bagga has put a challenge to Dhruv Rathi, which he should consider seriously. Bagga directly questioned Rathi's authenticity in his video, saying he needs to verify the authenticity of his claims. Otherwise, is there a possibility of shutting down Rathi's channel?"
611,1,"Dhruv rathee should accept Sparsh Bagga challenge, he made video and gave him open challenge that he is fake video maker and he will proof other wise he will close his channe"
612,0,"Dhruv Rathi should accept the challenge of Sparsh Bagga. Bagga has given an open challenge in his video, saying that Rathi is a fake video maker and he should show that it is not so, else he may have to consider shutting down his channel."
613,0,"Sparsh Bagga has put forth a challenge that Dhruv Rathee should seriously consider. Baggas video openly challenged Rathees credibility as a content producer, urging him to validate his claims. If Rathee fails to do so, the question of whether his channe"
614,1,"Dhruv Rathee should step up and accept Sparsh Baggas challenge. Bagga issued an open challenge in his video, asserting that Rathee is a fake content creator. Rathee should prove otherwise, or he might need to consider closing his channel."
615,1,"Government needs to take strict action against these drug peddlers/ mafias. Those who are supporting these drug activities needs to be punished.
Our future as citizen of India will be devastated if such activities continues. This is not only for Manipur but for all states in India and all over the world. Drugs will ultimately kill all generations and countries will suffer simultaneously. NO TO DRUGS 
I urge everyone (national/international) to understand the ground reality. Manipuri/Mieties and Government are fighting against these drug (Opium) peddlers. But these drug peddlers are being supported by powerful drug mafias operating from Myanmar and China. They are using all means to continue their drug trafficking. Means they have used so far are as follows:
1. Playing tribal card so that all tribals support them.
2. Playing religion card so that all Christians support them.
3. Importing arms and ammunition from others countries and kill Indian citizens

Say NO to Drugs or their Peddlers.
Support Humanity"
616,0,"But what is happening? The Kuki Nagas cannot buy land anywhere; this is injustice. Equality should be established, and the Meiteis should be allowed to purchase land anywhere they want"
617,0,Wrong information you said what he want but you not said reason behind this
618,0,Ask the question from government why milatry not accuring manipur😂😂😂😂😂
619,0,If u think manipur is 4 Meitai like it
620,0,"You're a very good orator, I appreciate the way u explain in details..."
621,0,Please find out how and make it brother
622,1,"I see everyone making the videos, and blaming govt, What is the potential solution to this ?"
623,0,"https://www.youtu.be/kh6irgktp7kia
Doctor has come..???"
624,6,Shame of dhruv rathee ☕
625,2,I am meitei tq Brother
626,0,Sir you haven't made any video on removal of article 370...we want to educate ourselves and  want an unbiased opinion on that topic as well the way you always do
627,1,Best youtuber
628,0,Manipur belongs to metieo
629,0,I need to watch Rambo First Blood Immediately! 😡
630,0,you are right brother
631,0,U right I said kukeis our not community but they are coming manipur they are not indian
632,2,So finally this channel has been sold to BJP...
633,1,"Very factual, unbiased. As a meitei fighting in this conflict, yearning for peace between the communities in the state. I found this video very helpful and well researched in the ground realities.

In our history there have always been two tribes which were present since time immorial, Meiteis & Nagas. We are related by common ancestory.
Kukis have always agitated both our communities, when in 1993 Kuki immigrants pushed out a Naga village from the hills, a conflict started between them. The Nagas dominated the conflict and it was foolish if us to save the Kukis from the Nagas.

This is our karma.

Now they attack us with militants beyond our borders, armed with Chinese Norinco and NATO weapons from Thailand."
634,0,Men's are biggest madarchod sale
635,0,Hats off to you sir ❤
636,0,"Sir, please make a series on the Indo-Pakistan history ❤"
637,0,Ah yes!! The ‘cookies’
638,0,"BJP is failed badly in each and every aspect.

Right now they will only have one agenda which is 2024 elections."
639,0,"Wow, fantastic review of the Manipur situation and violence. Thank you for your awesomely informational videos. Keep it up."
640,0,Please see the geographical and topographical regions first
641,0,Concocted stories
642,1,I am from Manipur yr videos is 70per wrong
643,1,"Ok so one thing you tell me when you talk a something polititian get change his party but this is a illigial isn't it cause according to 52th amendment in 1985 anti detection law no one can not change his party after the ellection so whats the thing inside it and the quation is quit to be very exhausted to explain so furthur any confution about this you go threw the our 10th schedule in indian constitution
Jay hind jay bharat🇮🇳🇮🇳🇮🇳🇮🇳"
644,0,Jai rajputana
645,0,Jai rajputana  love you bhaiya
646,1,"They should give what the country wants because the development of our country is slowing down because of these desires. These donkeys should understand what they will do when Pakistan's ass gets kicked.
"
647,0,Bro pls be bit slow
648,1,MEDIA IS BASTARD
649,1,Respect and love for Uuuu❤
650,2,much better than dhruv rathee
651,0,Where is Nagaland???  You join Nagaland with Assam  ... Nagaland is also in india they are also our brother ... Wrong new mother choot
652,0,"Sir, I am Meitei .Information is incomplete but good research .❤😂"
653,0,https://youtube.com/watch?v=XbHMX8FAnIk&si=pa0gJk-aDxqK0VOZ
654,0,"Heard so much nonsense, police raping women, murdering, both are corrupt"
655,0,This is 100% false information
656,0,"Im talking about kuki and naga,"
657,1,"Please make videos on listed topics thats everyone avoiding😢
1. How waqt act destroy Bharat ?
2. What is Ex-muslim movement?
3.  Why are the Hindu temples in India controlled by the government?
4. Why terrorism spreading in morden days? Taliban!
5.  Hindu genocide in Kashmir by Congress.
6. How RTE Act destroy Hindu-run schools?
7. The Injustice of Place of warship act for Hindus. 
8. Why Indian Communist and Congress are anti Hindu ?
9. Why Indian Muslim hate his own historic and  geographical culture?"
658,0,What if india will give states like manipur kashmir punjab etc like  seprate countries bro answer please with logic
659,0,Yppoo
660,0,"The narratives is good.. but the sad thing is the meiteei community is attacking and trying to kill the tribals for what the british have done in the past 100/200 years.. so now in 2023 the tribals are suffering for it.. but India Got independence in 1947,, which means if you look at indian independence it cleary shows that the kukizo tribals were never immigrants.. there is no way you call someone an immigrant while they have already lived in the country before its Independence century ago.."
661,0,Please pray for indian minorities Muslims and Christians 🙏
662,1,Hope you will make videos on Bengal Rajasthan & Palghar violence don't only make video which suits opposition narrative.
663,0,Bro you mistakenly call some Naga sub tribe as Kuki it can be a problem in the future
664,1,Very informative thanks for sharing!
665,0,Share this video as much you can 😮
666,0,KUKI ILLEGAL IMMIGRANTS  group
667,0,Modi ji who was silent for 80 days...he had to speak out...what did he do sir...he was silent for 80 days...why was he silent? You could have said something about this
668,1,Kuki chr!stain 🐷
669,0,"
Create it on Mewat"
670,0,They ahve targeting kuki no illegal immigrants no poppy  only elligation because govt want land extra encriach trubal land
671,0,Fight with common people and let the politicians go ahead
672,0,Sir salute to you for this type of information 🙏🙏🙏
673,0,Is supporting Meitei a lot
674,0,Binren Singhat is not a good person.
675,0,"The hypocrites see only those for whom they receive orders to bark 'Ood Shit'. Dalla No.1. The haunt.
Many gruesome rape atrocities are taking place in Rajasthan also. Yes, this is also true, it is unacceptable, it is unfair. Very wrong is happening in Manipur 🙂😢🤬Very wrong has happened.
Also talk about those incidents where breasts were cut off or burnt in fire after rape, the groups of hypocrites have no say in that. Come on 4Shameless."
676,0,"
Bro, they'll bribe you with cash to get their way😂"
677,0,👍
678,0,Seems like only way to stop this is through presidential rules when gov fail to deliver honestly some times president rules is only the best approach to deal with this kind of scenarios.
679,0,This is the power of research and nitish like always delivered best
680,4,"I'm a bjp supporter. But I appreciate your unbiased videos unlike our dhruv rathee sahab. 
I prefer you to make videos on hot topics like crimes, riots and political issues as well ❤️‍🩹
And yaa keeps growing brother take all my wishes ❤️🚩"
681,0,He always indirectly support BJP government... Like godi media 👎
682,2,When kukis burn down Mahadev mandir assam rifles were standing and watching at kaobru leikha. Assam rifles says kuki are in SoO agreement so they cant do anything. The statue of god the  temple all destroy Assam rifles were there just wstching.
683,0,Come here and see
684,0,Explain with so much detail clearly -  🙏
685,1,"Peace can be brokered in Manipur if certain truths are accepted :-

1. Kukis do not acknowledge that there is a serious drug problem in Manipur and many Kuki militant group leaders are trying hard to give the cause of violence a different angle through propaganda such as 'Saving Christianity', 'Defending the Motherland', 'Kukiland  etc. 

2. Kukis are not thinking long term - Suppose if the Govt turns a blind eye to poppy cultivation, after 10 - 15 years when all forest land is destroyed then what will they do ?

3. Point no. 3. Govt cannot really turn a blind eye to poppy cultivation because all that drug revenue is being used to procure sophisticated weapons from China like Ak-47 and Ak-56 and also import insurgents from an unstable country of Myanmar. Since Kukis tribes live in Myanmar too, it has been a challenge to track down illegals who are also burning down Manipur.

4. Point no. 4 - To paint and depict this strife as a strife between two religions, '300 churches being burnt down' argument was extensively used by Kuki people and media too - both national and international. Upon closer investigation, it was found out that out of the 300 churches, 200 belonged to Kuki Christians and 100 belonged to Meitei Christians. Hence proved that the violence has got nothing to do with religion or even ethnic clashes but it is narco-terrorism.

5. Point no. 5 - 180 innocent people killed, 1000s of innocent people displaced, 50,000 innocent people currently living in various relief camps in Manipur - all these people who have got nothing to do with popppy cultivation or even drugs, people who were satisfied living a simple, peaceful life with whatever little they had - they did not deserve to have their 5000 homes burnt  - All is truly a sign of narco-terrrorism. Whenever Govts and authorities takes action, shake things up, and the narco trade is disturbed, all the weapons procured from drug money are put to use !

6. If one side has purchased three truckloads of sophisticated weapons from China via Myanmar border from drug revenue, the other side would want to have weapons too to protect themselves and their families so they looted police armoury. There is nothing wrong there - Can you expect someone to protect themselves from assault rifles, Ak 47s, Ak-56s and shotguns by using sticks and stones !? Or do you expect the other side to become fatalist, do nothing and simply wait for their and their family murders ??

If Kuki people accept the narco element, peace can be brokered. If they do not want to accept it - sadly, this can stretch on for 1 - 2 years. 

But I have faith in Indian Army and Govt too ! 

Saving Manipur is the responsibility of every Indian citizen. And every Manipuri is our brother and sister. In reality, there are no two sides here ! Just a tragic Indian State which succumbed to narco-violence and instability from a failed State across the border !

We love Kukis and Meiteis equally and Peace will be restored soon !!

Jai Hind ! Jai Bharat !"
686,0,You only need to slow your speaking speed Little bet 🙏
687,0,Religion Hindu name muslim😢😂
688,0,Salute bro 🫡 [Direct start no intro nothing no time waste] Man 🫡🫡🫡🫡🫡🫡 Really bro. Hands off 🫡
689,0,The best option is to do wat is right 😊
690,0,You have Awesome knowledge brother proud of you bottom of heart ❤️❤️
691,0,❤
692,0,Thanks for these detials. I pray  the conflict will soon come to end with peace
693,0,"If in India men's or youngsters will do derogation of female genders,then people faith will go away from India side people.And all will think,what a  
third class people stays at India side or what,can't believe it."
694,0,good content but i doubt about % population.Last 2011 census says 14-16% are kukis. Meitei version of whatever is not true
695,0,very good narration . but i feel that meities should get ST status and manipur belongs to meities .
696,0,Bro do something for tribes manipur
697,0,Last part is some controversy
698,1,"Hmmm, so the entire problem has been created by the Kuki community, and the Meitei community has to bear the brunt of it. 😬🥺🤦"
699,0,"If u xplain how , when and who i.e.  the 3rd  May, the day incident start, people will be more enlighten. Pliz do so in the next one"
700,1,33:49 this is what BJP want to revive.
701,0,OMG 😱 why can't he just give a direct answer...
702,0,Karan Thapar is the most biased host I have ever seen. He is always seen supporting Kukis. He is not allowing the guest to even put forward his views. Karan is saying home minister has given one sided narrative when he himself is doing the same. What a joke 🤣🤣🤣
